Alabama,12.6
Alaska,19.3
Arizona,15.0083333333333
Arkansas,13.58
California,16.8776859504132
Colorado,17.2071428571429
Connecticut,16.075
Delaware,13.7
Florida,16.7
Georgia,14.7545454545455
Hawaii,18.9
Idaho,15.3333333333333
Illinois,19.8055555555556
Indiana,15.1727272727273
Iowa,19.3833333333333
Kansas,16.2333333333333
Kentucky,16.75
Louisiana,16.0166666666667
Maine,18.5
Maryland,14.7
Massachusetts,16.4
Michigan,19.00625
Minnesota,19.7142857142857
Mississippi,11.25
Missouri,17.425
Montana,21.2
Nebraska,20.95
Nevada,16.48
New Hampshire,17.85
New Jersey,13.9222222222222
New Mexico,14.05
New York,15.8444444444444
North Carolina,15.0928571428571
North Dakota,23.4
Ohio,15.9555555555556
Oklahoma,13.8833333333333
Oregon,18.125
Pennsylvania,16.9428571428571
Rhode Island,16.25
South Carolina,17.64
South Dakota,17.05
Tennessee,11.4666666666667
Texas,16.0510638297872
Utah,11.3
Vermont,18.3
Virginia,15.8090909090909
Washington,17.4
West Virginia,11.5
Wisconsin,21.9
Wyoming,15.4
