Alabama,36.2166666666667
Alaska,30.1
Arizona,27.475
Arkansas,32.4
California,24.3388429752066
Colorado,22.0642857142857
Connecticut,30.8875
Delaware,37
Florida,28.7636363636364
Georgia,33.1545454545455
Hawaii,22.1
Idaho,29.2
Illinois,31.1888888888889
Indiana,34.2454545454545
Iowa,33.8166666666667
Kansas,33.8666666666667
Kentucky,33
Louisiana,37.25
Maine,27.5
Maryland,34.8
Massachusetts,28.3307692307692
Michigan,32.0875
Minnesota,25.6428571428571
Mississippi,38.15
Missouri,33.5875
Montana,25.2
Nebraska,31.55
Nevada,26.14
New Hampshire,28.55
New Jersey,34.0777777777778
New Mexico,26.025
New York,30.6666666666667
North Carolina,29.55
North Dakota,32
Ohio,36.0222222222222
Oklahoma,31.85
Oregon,28.6
Pennsylvania,35.8857142857143
Rhode Island,28.8
South Carolina,30.14
South Dakota,31.05
Tennessee,34.4666666666667
Texas,32.8595744680851
Utah,27.0555555555556
Vermont,22.9
Virginia,33.1090909090909
Washington,27.9428571428571
West Virginia,35.9
Wisconsin,32.4857142857143
Wyoming,29.5
