Alabama,74.1166666666667
Alaska,56.9
Arizona,66.7
Arkansas,68.58
California,64.8776859504132
Colorado,60.4214285714286
Connecticut,70.4625
Delaware,74.6
Florida,71.5939393939394
Georgia,74.4818181818182
Hawaii,68
Idaho,59.3666666666667
Illinois,66.8166666666667
Indiana,66.4181818181818
Iowa,69.35
Kansas,68.65
Kentucky,74.15
Louisiana,72.9833333333333
Maine,69.4
Maryland,77.5
Massachusetts,76.0153846153846
Michigan,71.1625
Minnesota,68.8714285714286
Mississippi,76.1
Missouri,68.475
Montana,61.45
Nebraska,63.35
Nevada,64.74
New Hampshire,71.7
New Jersey,76.5222222222222
New Mexico,61.1
New York,71.8888888888889
North Carolina,72.1785714285714
North Dakota,65
Ohio,72.4888888888889
Oklahoma,65.6666666666667
Oregon,60.075
Pennsylvania,72.0714285714286
Rhode Island,80.45
South Carolina,67.8
South Dakota,69.15
Tennessee,73.55
Texas,67.8553191489362
Utah,59.4222222222222
Vermont,65.5
Virginia,76.0545454545454
Washington,61.1142857142857
West Virginia,80.2
Wisconsin,68.9714285714286
Wyoming,62.2
