Alabama,21.05
Alaska,17.1
Arizona,15.4666666666667
Arkansas,21.48
California,13.7107438016529
Colorado,16.3714285714286
Connecticut,18.9
Delaware,22.7
Florida,18.8727272727273
Georgia,19.0545454545455
Hawaii,14.4
Idaho,15.3
Illinois,17.05
Indiana,21.0727272727273
Iowa,19.6666666666667
Kansas,18.5833333333333
Kentucky,23.55
Louisiana,21.2166666666667
Maine,16.8
Maryland,24.9
Massachusetts,19.7307692307692
Michigan,21.84375
Minnesota,16.6857142857143
Mississippi,23.95
Missouri,22.55
Montana,19.55
Nebraska,19.35
Nevada,19.58
New Hampshire,18.65
New Jersey,20.5888888888889
New Mexico,16.5
New York,20.3333333333333
North Carolina,19.0357142857143
North Dakota,17.3
Ohio,25.9777777777778
Oklahoma,20.3666666666667
Oregon,17.625
Pennsylvania,23.5
Rhode Island,18.85
South Carolina,18.58
South Dakota,20.3
Tennessee,22.9666666666667
Texas,16.1574468085106
Utah,10.6888888888889
Vermont,16.7
Virginia,19.6272727272727
Washington,16.6428571428571
West Virginia,23.6
Wisconsin,20.0142857142857
Wyoming,21.3
