Alabama,67.1833333333333
Alaska,50.6
Arizona,55.2583333333333
Arkansas,63.42
California,52.5611570247933
Colorado,51.5357142857143
Connecticut,58.05
Delaware,64.9
Florida,60.4787878787879
Georgia,63.6181818181818
Hawaii,57.6
Idaho,48.0666666666667
Illinois,59.2611111111111
Indiana,61.7454545454545
Iowa,60.6166666666667
Kansas,60.0166666666667
Kentucky,65.1
Louisiana,69.1166666666667
Maine,56.7
Maryland,66.2
Massachusetts,61.3461538461538
Michigan,60.01875
Minnesota,59.0857142857143
Mississippi,68.6
Missouri,61.9875
Montana,55.7
Nebraska,61.25
Nevada,53.74
New Hampshire,57.8
New Jersey,61.6444444444445
New Mexico,54.65
New York,60.0888888888889
North Carolina,62.2428571428571
North Dakota,62.5
Ohio,65.9222222222222
Oklahoma,60.6666666666667
Oregon,53.5625
Pennsylvania,61.9428571428571
Rhode Island,62.675
South Carolina,63.06
South Dakota,59.15
Tennessee,65.85
Texas,60.6978723404255
Utah,52.8
Vermont,56.4
Virginia,64.4818181818182
Washington,51.6142857142857
West Virginia,64.7
Wisconsin,58.1
Wyoming,56
